schoolId,county,district,school,grades,prek,elementary,middle,high,website,Lat,Lng,address_short,parochial,max_tuition,sibling_discount,Pre-K,K,Grade 01,Grade 02,Grade 03,Grade 04,Grade 05,Grade 06,Grade 07,Grade 08,Grade 09,Grade 10,Grade 11,Grade 12
195,San Mateo,Belmont-Redwood Shores Elementary,Charles Armstrong School,2-8,,1,1,,https://www.charlesarmstrong.org/,37.510584,-122.283688,"1405 Solana Dr., Belmont",, 58.2k,,,,, 57.0k, 57.0k, 57.0k, 57.0k, 58.2k, 58.2k, 58.2k,,,,
79,Contra Costa,Mt. Diablo Unified,Hope Academy for Dyslexics,3-8,,1,1,,https://hopeconcord.org/,37.957323,-121.952202,"5353 Concord Blvd., Concord",, 19.7k,,,,,, 19.7k, 19.7k, 19.7k, 19.7k, 19.7k, 19.7k,,,,
35,Alameda,Berkeley Unified,The Crowden School,3-8,,1,1,,https://www.crowden.org/,37.879238,-122.283499,"1475 Rose St., Berkeley",, 38.0k,,,,,, 35.0k, 35.0k, 35.0k, 38.0k, 38.0k, 38.0k,,,,
50,Alameda,Oakland Unified,Pacific Boychoir Academy,3-8,,1,1,,https://www.pacificboychoir.org/,37.828988,-122.252938,"215 Ridgeway Ave., Oakland",, 28.5k,,,, 20.9k, 20.9k, 20.9k, 20.9k, 20.9k, 28.5k, 28.5k, 28.5k,,,,
49,Alameda,Newark Unified,Stellar Academy for Dyslexics,3-8,,1,1,,https://www.stellaracademy.org/,37.51806,-122.004009,"39399 Cherry St, Newark",, 29.5k,,,,,, 29.5k, 29.5k, 29.5k, 29.5k, 29.5k, 29.5k,,,,
323,San Francisco,San Francisco Unified,Sterne School,4-12,,1,1,1,https://www.sterneschool.org/,37.795902,-122.40491,"838 Kearny St., San Francisco",, 47.2k,,,,,,, 44.9k, 44.9k, 44.9k, 44.9k, 44.9k, 47.2k, 47.2k, 47.2k, 47.2k
283,San Francisco,San Francisco Unified,Nomad,5-8,,1,1,,https://www.sf-nomad.com/,37.75586,-122.414604,"2590 Folsom St., San Francisco",, 41.8k,,,,,,,, 41.8k, 41.8k, 41.8k, 41.8k,,,,
298,San Francisco,San Francisco Unified,San Francisco High School of the Arts,5-12,,1,1,1,https://www.highschoolofthearts.org/,37.770477,-122.453,"1950 Page St., San Francisco",, 41.1k,,,,,,,,, 30.8k, 30.8k, 30.8k, 41.1k, 41.1k, 41.1k, 41.1k
242,San Francisco,San Francisco Unified,Academy of Thought and Industry - Virtual,6-8,,,1,,https://thoughtandindustry.com/schools/virtual-school,37.80456,-122.43391,"3741 Bucha' ' St., San Francisco",, 15.8k,,,,,,,,, 15.8k, 15.8k, 15.8k, 15.8k, 15.8k, 15.8k, 15.8k
27,Alameda,Berkeley Unified,East Bay School for Boys,6-8,,,1,,https://www.ebsfb.org/,37.867204,-122.262716,"2340 Durant Ave., Berkeley",, 38.3k,,,,,,,,, 38.3k, 38.3k, 38.3k,,,,
20,Alameda,Oakland Unified,Julia Morgan School for Girls,6-8,,,1,,https://www.juliamorganschool.org/,37.783361,-122.188108,"5000 Macarthur Blvd., #25, Oakland",, 42.1k,,,,,,,,, 42.1k, 42.1k, 42.1k,,,,
280,San Francisco,San Francisco Unified,Millennium School of San Francisco,6-8,,,1,,https://www.millenniumschool.org/,37.768776,-122.42181,"245 Valencia St., San Francisco",, 44.0k,,,,,,,,, 44.0k, 44.0k, 44.0k,,,,
326,San Francisco,San Francisco Unified,Stratford School San Francisco Middle School,6-8,,,1,,https://www.stratfordschools.com/schools/northern-california/san-francisco/san-francisco-middle-school/,37.727055,-122.43531,"75 Francis St., San Francisco",, 30.9k,,,,,,,,, 30.9k, 30.9k, 30.9k,,,,
68,Alameda,Dublin Unified,Valley Christian Middle / Senior High School,6-12,,,1,1,https://valleychristianschools.org/elementary-school/,37.701345,-121.954154,"7500 Inspiration Dr., Dublin",parochial, 23.0k,,,, 18.0k, 18.0k, 18.0k, 18.0k, 18.0k, 20.5k, 20.5k, 20.5k, 23.0k, 23.0k, 23.0k, 23.0k
6,Contra Costa,San Ramon Valley Unified,The Athenian School,6-12,,,1,1,https://www.athenian.org/,37.834385,-121.948344,"2100 Mount Diablo Scenic Blvd., Danville",, 60.8k,,,,,,,,, 70.5k, 70.5k, 70.5k, 76.0k, 76.0k, 76.0k, 76.0k
223,San Mateo,San Mateo Union High,Crystal Springs Uplands School,6-12,,,,1,https://www.crystal.org/,37.557956,-122.338826,"400 Uplands Dr., Hillsborough",, 64.1k,,,,,,,,, 63.9k, 63.9k, 63.9k, 64.1k, 64.1k, 64.1k, 64.1k
214,San Mateo,Pacifica,Pacific Bay Christian School,6-12,,,1,1,https://www.pacbay.org/,37.586112,-122.492828,"1030 Linda Mar Blvd., Pacifica",parochial, 25.3k,,,,,,,,, 20.3k, 20.3k, 20.3k, 25.3k, 25.3k, 25.3k, 25.3k
239,San Mateo,Sequoia Union High,Woodside Priory,6-12,,,1,1,https://www.prioryca.org/,37.375907,-122.213112,"302 Portola Rd., Portola Valley",parochial, 62.0k,1,,,,,,,, 76.0k, 76.0k, 76.0k, 76.0k, 76.0k, 76.0k, 76.0k
311,San Francisco,San Francisco Unified,St. Ignatius College Preparatory,6-12,,,1,1,https://www.siprep.org/,37.748863,-122.49582,"2001 37th Ave., San Francisco",parochial, 33.0k,,,,,,,,, 33.0k, 33.0k, 33.0k, 33.0k, 33.0k, 33.0k, 33.0k
44,Alameda,Fremont Unified,Alsion Montessori Middle/High,7-12,,,1,1,https://alsionschool.org/,37.532318,-121.913485,"750 Witherly Ln., Fremont",, 32.1k,,,,,,,,,, 32.1k, 32.1k, 32.1k, 15.1k, 15.1k, 15.1k
46,San Mateo,Sequoia Union High,Stanford Online High School,7-12,,,1,1,https://ohs.stanford.edu/,37.484907,-122.20292,"415 Broadway Academy Hall, Floor 2, Redwood City",, 29.9k,,,,,,,,,,,, 29.9k, 29.9k, 29.9k, 29.9k
39,Alameda,Oakland Unified,Mentoring Academy,8-12,,,1,1,https://www.mentoringacademy.org/,37.848022,-122.252485,"5951B College Ave., Oakland",, 36.0k,,,,,,,,,,,, 36.0k, 36.0k, 36.0k, 36.0k
8,Contra Costa,Acalanes Union High,Orinda Academy,8-12,,,1,1,https://www.orindaacademy.org/,37.883996,-122.183665,"19 Altarinda Rd., Orinda",, 53.8k,,,,,,,,,,, 38.7k, 53.8k, 53.8k, 53.8k, 53.8k
80,Alameda,Fremont Unified,Averroes High School,9-12,,,,1,https://averroeshighschool.com/,37.53139,-121.920016,"43427 Mission Blvd, Fremont",parochial, 17.3k,,,,,,,,,,,, 17.3k, 17.3k, 13.1k, 10.6k
23,Contra Costa,Acalanes Union High,Holden High School,9-12,,,,1,https://holdenhigh.org/unlistedgclid=CjwKCAiAlJKuBhAdEiwAnZb7lSG7vcDzDzb2WdZ7nUPch81jpC7dXRUWJbYRX0VYcfBCZQgiiksiLxoC8mAQAvD_BwE,37.885439,-122.189314,"10 Irwin Way, Orinda",, 44.6k,,,,,,,,,,,, 44.6k, 44.6k, 44.6k, 44.6k
329,San Francisco,San Francisco Unified,The Bay School of San Francisco,9-12,,,,1,https://www.bayschoolsf.org/,37.80058,-122.45582,"35 Keyes Ave, San Francisco",, 64.6k,,,,,,,,,,,, 64.6k, 64.6k, 64.6k, 64.6k
7,Contra Costa,Acalanes Union High,Bentley Upper School,9-12,,,,1,https://www.bentleyschool.org/,37.892233,-122.150563,"1000 Upper Happy Valley Rd., Lafayette",, 58.3k,,,,,,,,,,,, 58.3k, 58.3k, 58.3k, 58.3k
94,Contra Costa,Mt. Diablo Unified,Berean Christian High School,9-12,,,,1,https://www.bereanchristian.com/,37.913101,-122.03122,"245 El Divisadero Ave., Walnut Creek",parochial, 15.3k,,,,,,,,,,,, 15.3k, 15.3k, 15.3k, 15.3k
57,Alameda,Oakland Unified,Bishop O’Dowd High School,9-12,,,,1,https://www.bishopodowd.org/,37.753313,-122.154763,"9500 Stearns Ave., Oakland",parochial, 25.3k,,,,,,,,,,,, 25.3k, 25.3k, 25.3k, 25.3k
192,Marin,Tamalpais Union High,The Branson School,9-12,,,,1,https://www.branson.org/,37.965638,-122.56579,"39 Fernhill Ave., Ross",, 62.6k,,,,,,,,,,,, 62.6k, 62.6k, 62.6k, 62.6k
63,Contra Costa,Mt. Diablo Unified,Carondelet High School,9-12,,,,1,https://www.carondeleths.org/,37.933157,-122.033468,"1133 Winton Dr., Concord",parochial, 23.9k,,,,,,,,,,,, 23.9k, 23.9k, 23.9k, 23.9k
4,Alameda,Oakland Unified,The College Preparatory School,9-12,,,,1,https://www.college-prep.org/,37.848147,-122.239527,"6100 Broadway, Oakland",, 59.1k,,,,,,,,,,,, 59.1k, 59.1k, 59.1k, 59.1k
60,Contra Costa,Mt. Diablo Unified,De La Salle High School of Concord,9-12,,,,1,https://www.dlshs.org/,37.934771,-122.030351,"1130 Winton Dr., Concord",parochial, 25.0k,,,,,,,,,,,, 25.0k, 25.0k, 25.0k, 25.0k
256,San Francisco,San Francisco Unified,Drew School,9-12,,,,1,https://www.drewschool.org/,37.787643,-122.44232,"2901 California St., San Francisco",, 61.7k,,,,,,,,,,,, 61.7k, 61.7k, 61.7k, 61.7k
70,Alameda,Oakland Unified,Holy Names High School,9-12,,,,1,https://www.hnhsoakland.org/,37.839411,-122.231037,"4660 Harbord Dr., Oakland",parochial, 24.4k,,,,,,,,,,,, 24.4k, 24.4k, 24.4k, 24.4k
267,San Francisco,San Francisco Unified,ICA Cristo Rey Academy,9-12,,,,1,https://www.icacristorey.org/,37.751667,-122.423416,"3625 24th St., San Francisco",parochial, 1.9k,,,,,,,,,,,, 1.9k, 1.9k, 1.9k, 1.9k
268,San Francisco,San Francisco Unified,Jewish Community High School of the Bay,9-12,,,,1,https://www.jchsofthebay.org/,37.78165,-122.436676,"1835 Ellis St., San Francisco",, 62.3k,,,,,,,,,,,, 62.3k, 62.3k, 62.3k, 62.3k
276,San Francisco,San Francisco Unified,Lick-Wilmerding High School,9-12,,,,1,https://www.lwhs.org/,37.722782,-122.449,"755 Ocean Ave., San Francisco",, 59.9k,,,,,,,,,,,, 59.9k, 59.9k, 59.9k, 59.9k
189,Marin,San Rafael City High,Marin Academy,9-12,,,,1,https://www.ma.org/,37.976155,-122.535208,"1600 Mission Ave., San Rafael",, 61.7k,1,,,,,,,,,,, 61.7k, 61.7k, 61.7k, 61.7k
190,Marin,Tamalpais Union High,Marin Catholic,9-12,,,,1,https://www.marincatholic.org/,37.951607,-122.537388,"675 Sir Francis Drake Blvd., Kentfield",parochial, 27.6k,,,,,,,,,,,, 27.6k, 27.6k, 27.6k, 27.6k
13,Alameda,Berkeley Unified,Maybeck High School,9-12,,,,1,https://www.maybeckhs.org/,37.861059,-122.252708,"2727 College Ave., Berkeley",, 46.4k,,,,,,,,,,,, 46.4k, 46.4k, 46.4k, 46.4k
225,San Mateo,San Mateo Union High,Mercy High,9-12,,,,1,https://www.mercyhsb.com/,37.582671,-122.382661,"2750 Adeline Dr., Burlingame",parochial, 30.8k,,,,,,,,,,,, 30.8k, 30.8k, 30.8k, 30.8k
236,San Mateo,Sequoia Union High,Mid-Peninsula Education Center,9-12,,,,1,https://www.mid-pen.org/,37.476146,-122.150825,"1340 Willow Rd., Menlo Park",, 57.0k,,,,,,,,,,,, 57.0k, 57.0k, 57.0k, 57.0k
62,Alameda,Hayward Unified,Moreau Catholic High School,9-12,,,,1,https://www.moreaucatholic.org/,37.644402,-122.06113,"27170 Mission Blvd., Hayward",parochial, 24.8k,,,,,,,,,,,, 24.8k, 24.8k, 24.8k, 24.8k
237,San Mateo,Sequoia Union High,Notre Dame High School,9-12,,,,1,https://www.ndhsb.org/,37.515336,-122.28664,"1540 Ralston Ave., Belmont",, 31.2k,,,,,,,,,,,, 31.2k, 31.2k, 31.2k, 31.2k
246,San Francisco,San Francisco Unified,Archbishop Riordan High School,9-12,,,,1,https://www.riordanhs.org/,37.7279,-122.45306,"175 Frida Kahlo Way, San Francisco",parochial, 27.0k,,,,,,,,,,,, 27.0k, 27.0k, 27.0k, 27.0k
289,San Francisco,San Francisco Unified,Rise University Preparatory,9-12,,,,1,https://www.riseprep.org/,37.73853,-122.382034,"1224 Fairfax Ave., San Francisco",parochial, 2.2k,,,,,,,,,,,, 2.2k, 2.2k, 2.2k, 2.2k
66,Alameda,Berkeley Unified,Saint Mary’s College High School,9-12,,,,1,https://www.saintmaryschs.org/,37.88236,-122.283973,"1294 Albina Ave., Berkeley",parochial, 24.3k,,,,,,,,,,,, 24.3k, 24.3k, 24.3k, 24.3k
69,Contra Costa,West Contra Costa Unified,Salesian College Preparatory,9-12,,,,1,https://www.salesian.com/,37.952924,-122.339168,"2851 Salesian Ave., Richmond",parochial, 22.6k,,,,,,,,,,,, 22.6k, 22.6k, 22.6k, 22.6k
224,San Mateo,San Mateo Union High,Junipero Serra High School,9-12,,,,1,https://www.serrahs.com/,37.54615,-122.317399,"451 West 20th Ave., San Mateo",parochial, 31.4k,,,,,,,,,,,, 31.4k, 31.4k, 31.4k, 31.4k
302,San Francisco,San Francisco Unified,San Francisco University High School,9-12,,,,1,https://www.sfuhs.org/,37.790657,-122.44535,"3065 Jackson St, San Francisco",, 64.3k,,,,,,,,,,,, 64.3k, 64.3k, 64.3k, 64.3k
290,San Francisco,San Francisco Unified,Sacred Heart Cathedral Preparatory,9-12,,,,1,https://www.shcp.edu/,37.783287,-122.42319,"1055 Ellis St., San Francisco",parochial, 28.0k,,,,,,,,,,,, 28.0k, 28.0k, 28.0k, 28.0k
67,Alameda,Alameda Unified,Saint Joseph Notre Dame High School,9-12,,,,1,https://www.sjnd.org/,37.765513,-122.254954,"1011 Chestnut St., Alameda",parochial, 23.4k,,,,,,,,,,,, 23.4k, 23.4k, 23.4k, 23.4k
337,San Francisco,San Francisco Unified,Urban School of San Francisco,9-12,,,,1,https://www.urbanschool.org/,37.770832,-122.44635,"1563 Page St., San Francisco",, 61.5k,,,,,,,,,,,, 61.5k, 61.5k, 61.5k, 61.5k
332,San Francisco,San Francisco Unified,The Discovery Center School,K-12,,1,1,1,http://www.dcssf.com/,37.776821,-122.440592,"1442 Fulton St, San Francisco, CA 94117",, 12.4k,,, 12.4k, 12.4k, 12.4k, 12.4k, 12.4k, 12.4k, 12.4k, 12.4k, 12.4k, 12.4k, 12.4k, 12.4k, 12.4k
75,Alameda,Hayward Unified,California Crosspoint Academy,K-12,,1,1,1,https://crosspointacademy.org/,37.636844,-122.114442,"25500 Industrial Blvd., Hayward",parochial, 20.5k,,,, 16.0k, 16.0k, 16.0k, 16.0k, 16.0k, 18.1k, 18.1k, 18.1k, 20.5k, 20.5k, 20.5k, 20.5k
148,Alameda,Pleasanton Unified,Lighthouse Baptist School,K-12,,1,1,1,https://lighthousebaptistschool.org/,37.659559,-121.873098,"118 Neal St., Pleasanton",parochial, 8.0k,1, 8.0k, 8.0k, 8.0k, 8.0k, 8.0k, 8.0k, 8.0k, 8.0k, 8.0k, 8.0k, 8.0k, 8.0k, 8.0k, 8.0k
171,Alameda,Oakland Unified,Patten Academy of Christian Education,K-12,,1,1,1,https://pattenacademy.org/,37.786084,-122.218749,"2430 Coolidge Ave., Oakland",parochial, 7.5k,1,, 6.8k, 6.7k, 6.7k, 6.7k, 6.7k, 7.0k, 7.0k, 7.0k, 7.0k, 7.5k, 7.5k, 7.5k, 7.5k
124,Contra Costa,West Contra Costa Unified,Arlington Christian School,K-12,,1,1,1,https://www.arlingtonchristianschool.org/,37.940997,-122.312381,"6382 Arlington Blvd., Richmond",parochial, 5.3k,1,, 5.3k, 5.2k, 5.2k, 5.2k, 5.2k, 5.2k, 5.2k, 5.2k, 5.2k, 5.3k, 5.3k, 5.3k, 5.3k
107,Contra Costa,Mt. Diablo Unified,Diablo Valley,K-12,,1,1,1,https://www.diablovalleyschool.org/,37.974071,-122.024707,"2924 Clayton Rd., Concord",, 11.8k,,,, 11.8k, 11.8k, 11.8k, 11.8k, 11.8k, 11.8k, 11.8k, 11.8k, 11.8k, 11.8k, 11.8k, 11.8k
5,Alameda,Oakland Unified,Head-Royce School,K-12,,1,1,1,https://www.headroyce.org/,37.808668,-122.205073,"4315 Lincoln Ave., Oakland",, 56.1k,,, 39.3k, 39.3k, 39.3k, 39.3k, 39.3k, 39.3k, 44.5k, 44.5k, 44.5k, 56.1k, 56.1k, 56.1k, 56.1k
151,Contra Costa,Antioch Unified,Heritage Baptist Academy,K-12,,1,1,1,https://www.heritagebaptistacademy.com/,37.956406,-121.751648,"5200 Heidorn Ranch Rd., Antioch",parochial, 7.7k,1,, 7.5k, 7.5k, 7.5k, 7.5k, 7.5k, 7.5k, 7.5k, 7.5k, 7.5k, 7.7k, 7.7k, 7.7k, 7.7k
259,San Francisco,San Francisco Unified,French American International School,K-12,,1,1,1,https://www.internationalsf.org/,37.775333,-122.42163,"150 Oak St., San Francisco",, 57.2k,,, 39.2k, 39.2k, 39.2k, 39.2k, 39.2k, 39.2k, 39.2k, 39.2k, 39.2k, 57.2k, 57.2k, 57.2k, 57.2k
253,San Francisco,San Francisco Unified,"Convent & Stuart Hall, Schools of the Sacred Heart - San Francisco",K-12,,1,1,1,https://www.sacredsf.org/,37.794647,-122.433975,"2222 Broadway, San Francisco",parochial, 57.9k,,, 42.1k, 42.1k, 42.1k, 42.1k, 42.1k, 42.1k, 42.1k, 42.1k, 42.1k, 57.9k, 57.9k, 57.9k, 57.9k
3,Marin,Ross Valley Elementary,San Domenico School,K-12,,1,1,1,https://www.sandomenico.org/,38.018772,-122.589585,"1500 Butterfield Rd., San Anselmo",, 68.1k,,, 48.0k, 48.0k, 48.0k, 48.0k, 48.0k, 48.0k, 54.1k, 54.1k, 54.1k, 76.5k, 76.5k, 76.5k, 76.5k
249,San Francisco,San Francisco Unified,Brightworks,K-12,,1,1,1,https://www.sfbrightworks.org/,37.800293,-122.46874,"682 Schofield Rd., San Francisco",, 41.9k,,, 41.9k, 41.9k, 41.9k, 41.9k, 41.9k, 41.9k, 41.9k, 41.9k, 41.9k, 41.9k, 41.9k, 41.9k, 41.9k
294,San Francisco,San Francisco Unified,San Francisco Christian School,K-12,,1,1,1,https://www.sfchristianschool.org/,37.710037,-122.447754,"25 Whittier St., San Francisco",parochial, 14.4k,,, 10.3k, 10.3k, 10.3k, 10.3k, 10.3k, 10.3k, 12.0k, 12.0k, 12.0k, 14.4k, 14.4k, 14.4k, 14.4k
313,San Francisco,San Francisco Unified,St. John of San Francisco Orthodox Academy,K-12,,1,1,1,https://www.stjohnsacademysf.org/,37.780327,-122.486336,"6210 Geary Blvd., San Francisco",parochial, 10.2k,,, 8.9k,, 9.1k, 9.1k, 9.1k, 9.1k, 10.2k, 10.2k, 10.2k,,,,
168,Alameda,New Haven Unified,Union City Christian School,K-12,,1,1,1,https://www.uccacademy.org/,37.591475,-122.034285,"33700 Alvarado Niles Rd., Union City",parochial, 8.1k,,, 7.6k, 7.3k, 7.3k, 7.3k, 7.3k, 7.3k, 7.3k, 7.3k, 7.3k, 8.1k, 8.1k, 8.1k, 8.1k
77,Marin,Novato Unified,Marin Christian Academy,"K-12, pre-K",1,1,1,1,https://marinchristian.org/,38.087649,-122.563828,"1370 South Novato Blvd., Novato",parochial, 18.8k,, 18.8k, 13.2k, 13.2k, 13.2k, 13.2k, 13.2k, 13.2k, 14.8k, 14.8k, 14.8k, 17.0k, 17.0k, 17.0k, 17.0k
73,Alameda,Livermore Valley Joint Unified,Valley Montessori School,"K-12, pre-K",1,1,1,,https://vmschool.org/,37.695316,-121.771546,"1273 N. Livermore Ave., Livermore",, 23.7k,, 21.7k, 18.8k, 20.5k, 20.5k, 20.5k, 21.1k, 21.1k, 21.1k, 23.7k, 23.7k,,,,
127,Contra Costa,West Contra Costa Unified,Bethel Christian Academy,"K-12, pre-K",1,1,1,1,https://www.bcaelsobrante.org/,37.976978,-122.298011,"431 Rincon Ln., El Sobrante",parochial, 6.7k,1, 6.6k, 6.6k, 6.6k, 6.6k, 6.6k, 6.6k, 6.6k, 6.6k, 6.6k, 6.6k, 6.7k, 6.7k, 6.7k, 6.7k
90,Contra Costa,Mt. Diablo Unified,Contra Costa Christian Schools,"K-12, pre-K",1,1,1,1,https://www.contracostachristianschools.org/,37.922159,-122.079378,"2721 Larkey Ln., Walnut Creek",parochial, 14.5k,1, 13.6k, 10.6k, 10.6k, 10.6k, 10.6k, 10.6k, 10.6k, 12.1k, 12.1k, 12.1k, 14.5k, 14.5k, 14.5k, 14.5k
136,Contra Costa,Antioch Unified,Cornerstone Christian School,"K-12, pre-K",1,1,1,1,https://www.cornerstonechristianschool.net/,38.005052,-121.780172,"1745 East 18th St., Antioch",parochial, 11.2k,1, 11.2k, 8.5k, 8.5k, 8.5k, 8.5k, 8.5k, 8.5k, 9.4k, 9.4k, 9.4k, 10.8k, 10.8k, 10.8k, 10.8k
72,Alameda,Fremont Unified,Fremont Christian School,"K-12, pre-K",1,1,1,1,https://www.fremontchristian.com/,37.55037,-122.017891,"4760 Thornton Ave., Fremont",parochial, 25.6k,, 21.0k, 21.0k, 21.0k, 21.0k, 21.0k, 21.6k, 21.6k, 21.6k,,, 25.6k, 25.6k, 25.6k, 25.6k
16,Marin,Larkspur-Corte Madera,Lycee Francais de San Francisco (Sausalito),"K-12, pre-K",1,1,1,1,https://www.lelycee.org/,37.866981,-122.505059,"610 Coloma St., Ste. 300, Sausalito",, 43.6k,, 33.9k, 33.9k, 33.9k, 33.9k, 33.9k, 33.9k, 33.9k, 35.5k, 35.5k, 35.5k, 43.6k, 43.6k, 43.6k, 43.6k
278,San Francisco,San Francisco Unified,Lycee Francais de San Francisco,"K-12, pre-K",1,1,1,1,https://www.lelycee.org/,37.76797,-122.44697,"755 Ashbury St., San Francisco",, 43.6k,, 33.9k, 33.9k, 33.9k, 33.9k, 33.9k, 33.9k, 33.9k, 35.5k, 35.5k, 35.5k, 43.6k, 43.6k, 43.6k, 43.6k
201,San Mateo,Hillsborough City Elementary,The Nueva School,"K-12, pre-K",1,1,1,1,https://www.nuevaschool.org/,37.562442,-122.380838,"6565 Skyline Blvd., Hillsborough",, 63.7k,, 35.6k, 44.8k, 44.9k, 45.3k, 45.3k, 45.3k, 62.9k, 62.9k, 62.9k, 62.9k, 63.7k, 63.7k, 63.7k, 63.7k
26,Alameda,Dublin Unified,The Quarry Lane School,"K-12, pre-K",1,1,1,1,https://www.quarrylane.org/,37.727065,-121.870927,"6363 Tassajara Rd, Dublin",, 47.1k,,, 32.3k, 32.3k, 32.3k, 32.3k, 32.3k, 32.3k, 37.3k, 37.3k, 37.3k, 47.1k, 47.1k, 47.1k, 47.1k
83,Alameda,San Lorenzo Unified,Redwood Christian Schools,"K-12, pre-K",1,1,1,1,https://www.rcs.edu/,37.676632,-122.135674,"1000 Paseo Grande, San Lorenzo",parochial, 18.0k,, 14.9k, 14.9k, 14.9k, 14.9k, 14.9k, 14.9k, 14.9k, 16.7k, 16.7k, 16.7k, 18.0k, 18.0k, 18.0k, 18.0k
303,San Francisco,San Francisco Unified,San Francisco Waldorf School,"K-12, pre-K",1,1,1,1,https://www.sfwaldorf.org/,37.790783,-122.44191,"2938 Washington St, San Francisco",, 56.0k,, 28.2k, 35.5k, 38.1k, 38.1k, 38.1k, 38.1k, 39.8k, 39.8k, 39.8k, 39.8k, 56.0k, 56.0k, 56.0k, 56.0k
238,San Mateo,Sequoia Union High,"Sacred Heart Schools, Atherton","K-12, pre-K",1,1,1,1,https://www.shschools.org/about/visit-us,37.449428,-122.195965,"150 Valparaiso Ave., Atherton",, 55.1k,, 36.6k, 40.4k, 40.4k, 40.4k, 40.4k, 40.4k, 40.4k, 55.1k, 55.1k, 55.1k,,,,
81,Alameda,Dublin Unified,Valley Christian Elementary School,K-5,,1,1,,https://valleychristianschools.org/elementary-school/,37.701345,-121.954154,"7500 Inspiration Dr., Dublin",parochial, 23.0k,,,, 18.0k, 18.0k, 18.0k, 18.0k, 18.0k, 20.5k, 20.5k, 20.5k, 23.0k, 23.0k, 23.0k, 23.0k
271,San Francisco,San Francisco Unified,Katherine Michiels School,K-5,,1,1,,https://www.kmsofsf.org/,37.749817,-122.42231,"1335 Guerrero St., San Francisco",, 30.0k,, 26.0k, 30.0k, 30.0k, 30.0k, 30.0k, 30.0k, 30.0k,,,,,,,
288,San Francisco,San Francisco Unified,Red Bridge,K-5,,1,1,,https://www.redbridgesf.org/,37.761177,-122.38813,"2265 Third St., San Francisco",, 42.5k,,, 42.5k, 42.5k, 42.5k, 42.5k, 42.5k, 42.5k,,,,,,,
324,San Francisco,San Francisco Unified,Stratford School San Francisco De Montfort,K-5,,1,1,,https://www.stratfordschools.com/schools/northern-california/san-francisco/san-francisco-demontfort/,37.723125,-122.46163,"301 De Montfort Ave., San Francisco",, 27.3k,, 27.3k, 24.6k, 26.5k, 26.5k, 26.5k, 26.5k, 26.5k,,,,,,,
88,Alameda,San Lorenzo Unified,Woodroe Woods School,"K-5, pre-K",1,1,1,,https://woodroewoods.org/,37.687734,-122.142595,"750 Fargo Ave., San Leandro",, 15.3k,1, 15.3k, 15.0k, 15.0k, 15.0k, 15.0k, 15.0k, 15.0k,,,,,,,
